Date,Close/Last,Volume,Open,High,Low
08/04/2022,32726.82,N/A,32805.69,32829.22,32652.63
08/03/2022,32812.50,N/A,32514.21,32912.74,32514.21
08/02/2022,32396.17,N/A,32691.29,32772.93,32387.12
08/01/2022,32798.40,N/A,32755.71,32972.03,32640.79
07/29/2022,32845.13,N/A,32515.62,32910.18,32493.02
07/28/2022,32529.63,N/A,32197.62,32609.54,31982.61
07/27/2022,32197.59,N/A,31865.05,32336.23,31799.43
07/26/2022,31761.54,N/A,31950.04,31950.04,31705.36
07/25/2022,31990.04,N/A,31950.93,32029.03,31821.67
07/22/2022,31899.29,N/A,32167.92,32219.25,31731.47
07/21/2022,32036.90,N/A,31826.49,32040.63,31534.08
07/20/2022,31874.84,N/A,31829.99,31944.45,31646.95
07/19/2022,31827.05,N/A,31165.91,31842.25,31165.91
07/18/2022,31072.61,N/A,31475.98,31644.68,30982.97
07/15/2022,31288.26,N/A,30775.37,31288.26,30775.37
07/14/2022,30630.17,N/A,30451.80,30680.12,30143.93
07/13/2022,30772.79,N/A,30743.63,30979.17,30514.61
07/12/2022,30981.33,N/A,31113.31,31346.10,30860.51
07/11/2022,31173.84,N/A,31277.98,31367.55,31114.40
07/08/2022,31338.15,N/A,31348.43,31511.46,31212.45
07/07/2022,31384.55,N/A,31190.65,31421.84,31154.64
07/06/2022,31037.68,N/A,30957.30,31224.69,30794.84
07/05/2022,30967.82,N/A,30903.12,30971.74,30355.12
07/01/2022,31097.26,N/A,30737.77,31139.35,30487.79
06/30/2022,30775.43,N/A,30790.00,30979.85,30431.87
06/29/2022,31029.31,N/A,31067.41,31152.96,30894.53
06/28/2022,30946.99,N/A,31549.05,31885.09,30934.33
06/27/2022,31438.26,N/A,31533.60,31598.59,31351.37
06/24/2022,31500.68,N/A,30846.94,31517.29,30846.94
06/23/2022,30677.36,N/A,30570.33,30715.63,30293.40
06/22/2022,30483.13,N/A,30352.57,30777.92,30166.01
06/21/2022,30530.25,N/A,30074.69,30653.98,30074.69
06/17/2022,29888.78,N/A,29912.70,30167.52,29653.29
06/16/2022,29927.07,N/A,30305.74,30305.74,29740.35
06/15/2022,30668.53,N/A,30570.50,31011.97,30185.08
06/14/2022,30364.83,N/A,30592.34,30690.80,30144.23
06/13/2022,30516.74,N/A,31144.91,31144.91,30373.72
06/10/2022,31392.79,N/A,32053.52,32053.52,31387.84
06/09/2022,32272.79,N/A,32828.62,32956.73,32267.78
06/08/2022,32910.90,N/A,33087.07,33156.50,32824.37
